store_id,store_name,region,format,date,revenue,transactions,avg_ticket_usd,mobile_order_pct,drive_thru_pct
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2023-12-24,31701.32,3660,8.66,0.252,0.455
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2023-12-31,38726.62,4424,8.75,0.332,0.441
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-01-07,34466.15,3942,8.74,0.266,0.438
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-01-14,36386.7,4801,7.58,0.329,0.49
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-01-21,32568.38,3801,8.57,0.42,0.346
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-01-28,33047.63,3639,9.08,0.249,0.578
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-02-04,33392.32,3556,9.39,0.254,0.462
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-02-11,31172.07,3294,9.46,0.331,0.602
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-02-18,28028.41,3472,8.07,0.267,0.567
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-02-25,34826.7,4209,8.27,0.338,0.472
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-03-03,34365.57,3632,9.46,0.314,0.59
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-03-10,32500.06,3599,9.03,0.352,0.635
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-03-17,31557.96,3427,9.21,0.321,0.596
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-03-24,31661.15,3409,9.29,0.234,0.609
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-03-31,33329.57,3807,8.75,0.433,0.307
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-04-07,25413.53,3006,8.45,0.378,0.553
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-04-14,30268.75,3737,8.1,0.303,0.582
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-04-21,32911.8,4084,8.06,0.268,0.635
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-04-28,34135.0,4219,8.09,0.223,0.558
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-05-05,33149.31,3615,9.17,0.39,0.35
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-05-12,33792.92,3832,8.82,0.396,0.596
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-05-19,33689.61,3860,8.73,0.24,0.471
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-05-26,31634.73,3804,8.32,0.235,0.422
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-06-02,32757.93,4242,7.72,0.406,0.632
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-06-09,29978.97,3916,7.66,0.335,0.578
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-06-16,35076.0,3934,8.92,0.232,0.326
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-06-23,30670.99,3850,7.97,0.285,0.581
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-06-30,32714.82,3495,9.36,0.313,0.617
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-07-07,33920.09,4265,7.95,0.367,0.643
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-07-14,29712.26,3412,8.71,0.302,0.527
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-07-21,27255.2,3142,8.67,0.364,0.325
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-07-28,35004.77,3948,8.87,0.276,0.55
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-08-04,35712.4,4150,8.61,0.34,0.35
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-08-11,35782.83,3953,9.05,0.282,0.474
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-08-18,32879.35,3753,8.76,0.232,0.562
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-08-25,33569.86,4126,8.14,0.22,0.479
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-09-01,31265.52,3406,9.18,0.221,0.386
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-09-08,32347.63,3601,8.98,0.293,0.336
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-09-15,28985.25,3155,9.19,0.292,0.576
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-09-22,30164.86,3249,9.28,0.32,0.618
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-09-29,32874.64,4281,7.68,0.378,0.473
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-10-06,31768.78,3838,8.28,0.366,0.546
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-10-13,34162.49,3621,9.43,0.395,0.633
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-10-20,34768.93,3904,8.91,0.289,0.337
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-10-27,33379.33,4394,7.6,0.303,0.635
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-11-03,34696.7,4081,8.5,0.32,0.46
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-11-10,30766.8,3734,8.24,0.232,0.569
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-11-17,29265.6,3512,8.33,0.409,0.598
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-11-24,33393.74,3954,8.45,0.422,0.376
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-12-01,33866.37,3824,8.86,0.36,0.403
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-12-08,37769.63,4207,8.98,0.293,0.526
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-12-15,34476.32,4158,8.29,0.384,0.37
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-12-22,35953.48,4365,8.24,0.233,0.339
PN-0006,Starbucks Bellevue #6,Pacific Northwest,Drive-Thru,2024-12-29,38353.81,4495,8.53,0.282,0.592
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-01-01,31487.94,3710,8.49,0.313,0.486
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-01-08,29772.66,3425,8.69,0.222,0.462
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-01-15,32050.32,3619,8.86,0.292,0.571
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-01-22,33225.55,3673,9.05,0.34,0.642
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-01-29,33507.21,4328,7.74,0.281,0.306
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-02-05,33325.66,4121,8.09,0.398,0.481
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-02-12,29224.4,3895,7.5,0.289,0.526
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-02-19,28712.74,3038,9.45,0.415,0.308
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-02-26,32388.29,3574,9.06,0.325,0.439
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-03-05,32546.46,4015,8.11,0.235,0.38
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-03-12,31768.71,3531,9.0,0.329,0.32
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-03-19,28319.26,3007,9.42,0.437,0.575
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-03-26,32046.79,3399,9.43,0.237,0.428
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-04-02,32516.77,4089,7.95,0.265,0.349
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-04-09,34870.88,4028,8.66,0.254,0.584
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-04-16,33249.23,3790,8.77,0.309,0.536
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-04-23,30183.68,3233,9.34,0.287,0.464
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-04-30,29183.03,3144,9.28,0.383,0.322
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-05-07,30129.28,3878,7.77,0.44,0.485
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-05-14,36680.57,4594,7.98,0.335,0.538
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-05-21,31574.31,3464,9.11,0.326,0.491
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-05-28,31199.32,3729,8.37,0.23,0.358
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-06-04,31115.16,4094,7.6,0.414,0.643
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-06-11,33914.91,3732,9.09,0.416,0.385
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-06-18,30693.82,3665,8.37,0.357,0.326
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-06-25,35678.09,4079,8.75,0.446,0.367
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-07-02,35590.31,3948,9.01,0.257,0.467
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-07-09,34606.32,3872,8.94,0.277,0.524
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-07-16,32246.19,3736,8.63,0.397,0.475
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-07-23,35702.85,4745,7.52,0.222,0.425
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-07-30,31535.01,3872,8.14,0.415,0.555
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-08-06,36022.44,4683,7.69,0.319,0.31
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-08-13,39639.65,5123,7.74,0.286,0.439
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-08-20,33962.4,3636,9.34,0.448,0.316
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-08-27,32989.04,3981,8.29,0.393,0.621
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-09-03,34959.72,3718,9.4,0.353,0.425
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-09-10,30466.43,3531,8.63,0.302,0.53
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-09-17,33771.0,4231,7.98,0.264,0.621
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-09-24,32031.97,4033,7.94,0.229,0.313
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-10-01,29863.18,3804,7.85,0.419,0.399
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-10-08,32237.2,3850,8.37,0.353,0.481
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-10-15,33309.09,3693,9.02,0.285,0.424
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-10-22,31576.37,3484,9.06,0.33,0.474
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-10-29,34064.5,4306,7.91,0.356,0.365
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-11-05,33986.63,4294,7.91,0.236,0.324
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-11-12,31057.49,3310,9.38,0.337,0.443
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-11-19,32978.29,4039,8.16,0.38,0.57
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-11-26,32905.62,3735,8.81,0.255,0.607
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-12-03,32218.36,3858,8.35,0.229,0.345
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-12-10,37623.42,4165,9.03,0.22,0.446
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-12-17,35059.38,3711,9.45,0.272,0.406
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-12-24,36887.98,4549,8.11,0.273,0.301
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2023-12-31,38550.07,4291,8.98,0.415,0.448
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-01-07,29426.7,3630,8.11,0.295,0.549
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-01-14,30959.73,3756,8.24,0.427,0.582
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-01-21,33035.02,3488,9.47,0.393,0.438
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-01-28,35895.14,4687,7.66,0.345,0.548
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-02-04,34192.64,4364,7.84,0.4,0.504
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-02-11,33457.01,4134,8.09,0.384,0.566
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-02-18,28633.1,3716,7.71,0.338,0.478
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-02-25,33359.06,3643,9.16,0.38,0.55
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-03-03,31589.64,3750,8.42,0.432,0.543
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-03-10,33491.67,4161,8.05,0.406,0.368
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-03-17,32944.35,4022,8.19,0.297,0.642
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-03-24,32984.48,3683,8.96,0.349,0.631
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-03-31,33744.82,3973,8.49,0.308,0.357
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-04-07,33558.0,4058,8.27,0.226,0.594
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-04-14,33901.99,4506,7.52,0.382,0.64
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-04-21,28599.96,3209,8.91,0.408,0.491
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-04-28,31200.25,3307,9.43,0.232,0.477
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-05-05,33565.38,4271,7.86,0.404,0.493
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-05-12,32942.98,3972,8.29,0.25,0.603
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-05-19,30927.4,3827,8.08,0.42,0.535
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-05-26,30067.38,3306,9.09,0.278,0.519
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-06-02,37491.93,4026,9.31,0.223,0.536
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-06-09,35192.02,4628,7.6,0.346,0.401
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-06-16,32069.74,3668,8.74,0.297,0.556
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-06-23,31287.62,3765,8.31,0.236,0.574
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-06-30,33263.79,3749,8.87,0.296,0.32
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-07-07,30429.56,3689,8.25,0.437,0.525
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-07-14,37263.21,4718,7.9,0.316,0.563
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-07-21,38064.21,4941,7.7,0.284,0.397
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-07-28,35391.69,4635,7.64,0.339,0.363
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-08-04,34442.3,3648,9.44,0.246,0.441
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-08-11,36713.57,4399,8.35,0.3,0.439
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-08-18,37064.48,4616,8.03,0.267,0.469
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-08-25,32329.84,3668,8.81,0.443,0.511
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-09-01,29751.14,3887,7.65,0.237,0.633
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-09-08,30775.44,3538,8.7,0.363,0.527
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-09-15,31391.49,3906,8.04,0.223,0.638
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-09-22,33817.53,3794,8.91,0.36,0.41
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-09-29,29427.89,3659,8.04,0.357,0.603
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-10-06,33235.31,4204,7.91,0.355,0.545
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-10-13,32762.92,3697,8.86,0.314,0.305
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-10-20,28570.32,3401,8.4,0.44,0.44
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-10-27,33151.93,3611,9.18,0.263,0.535
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-11-03,31947.24,4156,7.69,0.392,0.62
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-11-10,31609.45,3777,8.37,0.28,0.452
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-11-17,35919.07,4093,8.78,0.276,0.55
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-11-24,35094.46,4567,7.68,0.266,0.607
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-12-01,34781.02,4325,8.04,0.277,0.322
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-12-08,35021.17,4160,8.42,0.389,0.512
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-12-15,35305.78,3754,9.4,0.413,0.582
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-12-22,37416.71,4091,9.15,0.435,0.49
M-0007,Starbucks Denver #7,Mountain,Drive-Thru,2024-12-29,38042.27,4233,8.99,0.39,0.483
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-01-01,24660.82,3229,7.64,0.305,0.092
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-01-08,29027.93,3611,8.04,0.305,0.09
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-01-15,31467.72,3562,8.83,0.401,0.045
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-01-22,24470.04,2746,8.91,0.318,0.044
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-01-29,28309.62,3217,8.8,0.435,0.006
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-02-05,25961.34,3095,8.39,0.225,0.03
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-02-12,28624.62,3365,8.51,0.233,0.049
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-02-19,26068.0,2958,8.81,0.28,0.016
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-02-26,29728.46,3801,7.82,0.236,0.019
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-03-05,28493.8,3121,9.13,0.378,0.011
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-03-12,27642.7,3421,8.08,0.291,0.025
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-03-19,32573.79,3965,8.22,0.301,0.083
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-03-26,29352.44,3233,9.08,0.291,0.091
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-04-02,26762.89,3260,8.21,0.336,0.094
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-04-09,27619.69,2985,9.25,0.244,0.039
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-04-16,27331.15,3465,7.89,0.418,0.068
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-04-23,32642.14,3557,9.18,0.418,0.075
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-04-30,30886.87,3949,7.82,0.375,0.018
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-05-07,24862.62,2797,8.89,0.273,0.012
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-05-14,28844.29,3381,8.53,0.257,0.008
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-05-21,28735.88,3812,7.54,0.258,0.089
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-05-28,25658.89,3327,7.71,0.271,0.052
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-06-04,26591.14,3051,8.72,0.276,0.006
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-06-11,26348.01,3318,7.94,0.441,0.062
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-06-18,28007.18,3251,8.61,0.316,0.043
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-06-25,32979.01,3703,8.91,0.259,0.05
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-07-02,29955.28,3598,8.33,0.42,0.063
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-07-09,27090.44,3109,8.71,0.247,0.034
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-07-16,29334.9,3767,7.79,0.379,0.021
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-07-23,30912.27,3908,7.91,0.337,0.042
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-07-30,28681.09,3805,7.54,0.402,0.007
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-08-06,34509.56,3940,8.76,0.378,0.025
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-08-13,26890.25,3575,7.52,0.386,0.054
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-08-20,29919.54,3256,9.19,0.332,0.033
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-08-27,29954.35,3297,9.09,0.324,0.018
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-09-03,25487.93,3079,8.28,0.405,0.09
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-09-10,26879.94,3399,7.91,0.235,0.088
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-09-17,28603.53,3031,9.44,0.235,0.065
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-09-24,22753.38,2974,7.65,0.306,0.08
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-10-01,23453.32,2953,7.94,0.301,0.037
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-10-08,28171.25,3688,7.64,0.305,0.046
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-10-15,28695.46,3217,8.92,0.222,0.022
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-10-22,29409.51,3333,8.82,0.331,0.001
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-10-29,28131.72,3272,8.6,0.235,0.077
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-11-05,28263.16,3260,8.67,0.4,0.075
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-11-12,27158.43,3490,7.78,0.374,0.062
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-11-19,29665.77,3301,8.99,0.259,0.019
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-11-26,27560.53,2958,9.32,0.395,0.06
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-12-03,32056.73,3639,8.81,0.424,0.058
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-12-10,28805.81,3409,8.45,0.385,0.027
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-12-17,31914.89,4037,7.91,0.292,0.024
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-12-24,30244.7,3246,9.32,0.337,0.019
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2023-12-31,27995.0,3657,7.66,0.38,0.038
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-01-07,27965.4,3075,9.09,0.283,0.069
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-01-14,28947.8,3605,8.03,0.436,0.064
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-01-21,24778.13,3143,7.88,0.38,0.022
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-01-28,25308.32,2912,8.69,0.281,0.066
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-02-04,28043.85,3108,9.02,0.263,0.009
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-02-11,28182.44,3167,8.9,0.305,0.043
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-02-18,27660.84,3650,7.58,0.373,0.032
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-02-25,24042.52,2586,9.3,0.424,0.033
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-03-03,27633.26,3455,8.0,0.353,0.007
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-03-10,27597.53,3588,7.69,0.45,0.033
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-03-17,28430.33,3084,9.22,0.449,0.024
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-03-24,28157.57,3714,7.58,0.315,0.013
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-03-31,26925.71,2969,9.07,0.35,0.031
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-04-07,26745.8,3036,8.81,0.273,0.001
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-04-14,28175.71,3122,9.02,0.229,0.084
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-04-21,29511.68,3376,8.74,0.35,0.062
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-04-28,27471.19,3171,8.66,0.448,0.076
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-05-05,28975.22,3455,8.39,0.383,0.039
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-05-12,27944.74,2986,9.36,0.434,0.034
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-05-19,24355.31,2846,8.56,0.269,0.1
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-05-26,28182.21,3244,8.69,0.232,0.045
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-06-02,30966.93,3499,8.85,0.376,0.037
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-06-09,33166.03,3728,8.9,0.369,0.028
M-0008,Starbucks Baltimore #8,Mid-Atlantic,Cafe,2024-06-16,29167.54,3733,7.81,0.366,0.06
