store_id,store_name,region,format,date,customer_satisfaction,drive_thru_wait_sec,mobile_order_pct,loyalty_redemption_pct,staff_hours,waste_pct,upsell_success_pct
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2023-01-01,4.29,164.0,0.402,0.355,530,0.027,0.119
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2023-02-01,4.47,197.0,0.304,0.562,490,0.051,0.316
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2023-03-01,4.07,310.0,0.438,0.519,415,0.029,0.22
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2023-04-01,4.66,153.0,0.478,0.451,430,0.023,0.188
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2023-05-01,4.49,217.0,0.421,0.603,470,0.029,0.195
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2023-06-01,4.13,166.0,0.373,0.465,547,0.026,0.188
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2023-07-01,4.43,260.0,0.473,0.6,415,0.044,0.282
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2023-08-01,4.35,148.0,0.356,0.426,471,0.057,0.257
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2023-09-01,4.22,182.0,0.401,0.562,546,0.04,0.19
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2023-10-01,4.58,208.0,0.206,0.455,509,0.017,0.191
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2023-11-01,4.32,212.0,0.444,0.533,438,0.033,0.162
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2023-12-01,4.2,175.0,0.206,0.608,466,0.024,0.226
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2024-01-01,4.28,224.0,0.207,0.526,478,0.024,0.18
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2024-02-01,4.33,317.0,0.387,0.589,505,0.04,0.291
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2024-03-01,4.05,176.0,0.43,0.61,485,0.044,0.121
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2024-04-01,4.2,211.0,0.381,0.403,511,0.023,0.13
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2024-05-01,4.36,140.0,0.433,0.51,431,0.059,0.295
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2024-06-01,4.64,184.0,0.364,0.484,503,0.039,0.133
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2024-07-01,4.29,208.0,0.211,0.547,452,0.012,0.139
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2024-08-01,4.36,207.0,0.436,0.562,492,0.04,0.337
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2024-09-01,4.33,148.0,0.442,0.516,449,0.048,0.103
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2024-10-01,4.27,262.0,0.362,0.492,545,0.053,0.265
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2024-11-01,4.31,220.0,0.214,0.359,497,0.035,0.288
WC-0021,Starbucks Los Angeles #21,West Coast,Drive-Thru,2024-12-01,4.23,189.0,0.449,0.631,433,0.056,0.305
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2023-01-01,4.46,228.0,0.467,0.357,484,0.016,0.154
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2023-02-01,4.54,210.0,0.475,0.385,527,0.031,0.183
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2023-03-01,4.76,221.0,0.385,0.35,463,0.028,0.213
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2023-04-01,4.54,224.0,0.47,0.543,450,0.023,0.23
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2023-05-01,4.42,227.0,0.305,0.465,437,0.038,0.189
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2023-06-01,4.53,225.0,0.307,0.435,469,0.057,0.149
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2023-07-01,4.54,260.0,0.458,0.6,438,0.035,0.336
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2023-08-01,4.59,180.0,0.265,0.368,456,0.06,0.317
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2023-09-01,4.69,217.0,0.356,0.593,461,0.033,0.259
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2023-10-01,4.51,246.0,0.306,0.464,487,0.049,0.134
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2023-11-01,4.55,147.0,0.318,0.632,480,0.037,0.281
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2023-12-01,4.51,155.0,0.409,0.571,472,0.022,0.308
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2024-01-01,4.21,233.0,0.383,0.42,507,0.056,0.164
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2024-02-01,4.35,185.0,0.46,0.423,424,0.028,0.284
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2024-03-01,4.58,164.0,0.321,0.409,442,0.033,0.27
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2024-04-01,4.22,302.0,0.367,0.462,440,0.057,0.339
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2024-05-01,4.31,215.0,0.338,0.405,425,0.045,0.12
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2024-06-01,4.41,235.0,0.269,0.63,489,0.029,0.34
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2024-07-01,4.35,228.0,0.263,0.375,495,0.032,0.298
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2024-08-01,4.26,214.0,0.214,0.369,478,0.045,0.322
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2024-09-01,4.41,267.0,0.275,0.354,351,0.027,0.245
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2024-10-01,4.61,247.0,0.274,0.526,522,0.017,0.13
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2024-11-01,4.52,250.0,0.415,0.396,465,0.015,0.172
PN-0022,Starbucks Portland #22,Pacific Northwest,Drive-Thru,2024-12-01,4.55,208.0,0.466,0.448,426,0.041,0.323
M-0023,Starbucks Denver #23,Mountain,Reserve,2023-01-01,4.38,,0.423,0.35,425,0.045,0.167
M-0023,Starbucks Denver #23,Mountain,Reserve,2023-02-01,4.29,,0.471,0.618,448,0.021,0.129
M-0023,Starbucks Denver #23,Mountain,Reserve,2023-03-01,4.54,,0.443,0.64,410,0.048,0.25
M-0023,Starbucks Denver #23,Mountain,Reserve,2023-04-01,4.51,,0.437,0.447,572,0.012,0.206
M-0023,Starbucks Denver #23,Mountain,Reserve,2023-05-01,4.03,,0.297,0.529,461,0.037,0.264
M-0023,Starbucks Denver #23,Mountain,Reserve,2023-06-01,4.2,,0.272,0.602,489,0.043,0.212
M-0023,Starbucks Denver #23,Mountain,Reserve,2023-07-01,4.32,,0.335,0.597,474,0.024,0.312
M-0023,Starbucks Denver #23,Mountain,Reserve,2023-08-01,4.26,,0.38,0.396,495,0.043,0.136
M-0023,Starbucks Denver #23,Mountain,Reserve,2023-09-01,4.55,,0.214,0.396,400,0.026,0.216
M-0023,Starbucks Denver #23,Mountain,Reserve,2023-10-01,4.32,,0.297,0.493,493,0.025,0.256
M-0023,Starbucks Denver #23,Mountain,Reserve,2023-11-01,4.49,,0.341,0.376,450,0.041,0.242
M-0023,Starbucks Denver #23,Mountain,Reserve,2023-12-01,4.31,,0.256,0.523,427,0.046,0.314
M-0023,Starbucks Denver #23,Mountain,Reserve,2024-01-01,4.57,,0.37,0.646,522,0.023,0.167
M-0023,Starbucks Denver #23,Mountain,Reserve,2024-02-01,4.36,,0.227,0.431,436,0.034,0.339
M-0023,Starbucks Denver #23,Mountain,Reserve,2024-03-01,4.52,,0.445,0.623,467,0.042,0.15
M-0023,Starbucks Denver #23,Mountain,Reserve,2024-04-01,4.35,,0.336,0.357,469,0.055,0.172
M-0023,Starbucks Denver #23,Mountain,Reserve,2024-05-01,4.48,,0.327,0.549,465,0.022,0.226
M-0023,Starbucks Denver #23,Mountain,Reserve,2024-06-01,4.35,,0.45,0.494,471,0.04,0.263
M-0023,Starbucks Denver #23,Mountain,Reserve,2024-07-01,4.35,,0.306,0.555,487,0.022,0.283
M-0023,Starbucks Denver #23,Mountain,Reserve,2024-08-01,4.54,,0.278,0.411,474,0.052,0.182
M-0023,Starbucks Denver #23,Mountain,Reserve,2024-09-01,4.57,,0.378,0.483,463,0.022,0.291
M-0023,Starbucks Denver #23,Mountain,Reserve,2024-10-01,4.42,,0.319,0.406,463,0.03,0.155
M-0023,Starbucks Denver #23,Mountain,Reserve,2024-11-01,4.31,,0.443,0.382,458,0.059,0.101
M-0023,Starbucks Denver #23,Mountain,Reserve,2024-12-01,4.5,,0.462,0.393,496,0.045,0.127
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2023-01-01,3.99,260.0,0.288,0.385,521,0.038,0.283
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2023-02-01,4.23,185.0,0.307,0.632,562,0.059,0.263
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2023-03-01,4.08,154.0,0.339,0.577,487,0.044,0.106
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2023-04-01,4.43,182.0,0.384,0.384,506,0.016,0.109
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2023-05-01,4.15,241.0,0.301,0.586,536,0.034,0.102
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2023-06-01,4.34,190.0,0.385,0.425,467,0.033,0.188
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2023-07-01,4.11,261.0,0.417,0.395,476,0.054,0.267
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2023-08-01,4.26,187.0,0.238,0.582,439,0.059,0.237
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2023-09-01,4.3,241.0,0.263,0.451,548,0.053,0.164
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2023-10-01,3.88,275.0,0.224,0.504,472,0.017,0.235
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2023-11-01,4.0,240.0,0.438,0.45,473,0.054,0.117
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2023-12-01,3.91,256.0,0.3,0.371,427,0.027,0.305
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2024-01-01,3.98,216.0,0.391,0.352,471,0.058,0.346
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2024-02-01,4.05,218.0,0.357,0.486,431,0.056,0.289
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2024-03-01,4.0,245.0,0.322,0.496,457,0.016,0.145
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2024-04-01,4.08,184.0,0.272,0.487,450,0.035,0.177
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2024-05-01,4.13,245.0,0.42,0.627,469,0.032,0.189
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2024-06-01,3.94,226.0,0.243,0.505,537,0.023,0.163
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2024-07-01,4.06,254.0,0.326,0.603,487,0.039,0.206
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2024-08-01,4.0,117.0,0.341,0.567,406,0.043,0.156
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2024-09-01,4.23,156.0,0.432,0.44,447,0.058,0.115
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2024-10-01,4.16,266.0,0.421,0.386,384,0.032,0.175
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2024-11-01,4.27,181.0,0.202,0.575,420,0.031,0.342
M-0024,Starbucks Washington DC #24,Mid-Atlantic,Drive-Thru+Cafe,2024-12-01,4.29,206.0,0.464,0.597,521,0.055,0.271
N-0025,Starbucks Boston #25,Northeast,Reserve,2023-01-01,4.56,,0.323,0.588,488,0.043,0.323
N-0025,Starbucks Boston #25,Northeast,Reserve,2023-02-01,4.32,,0.209,0.489,427,0.046,0.175
N-0025,Starbucks Boston #25,Northeast,Reserve,2023-03-01,4.35,,0.416,0.368,472,0.045,0.195
N-0025,Starbucks Boston #25,Northeast,Reserve,2023-04-01,4.95,,0.405,0.547,467,0.047,0.291
N-0025,Starbucks Boston #25,Northeast,Reserve,2023-05-01,4.31,,0.268,0.621,527,0.058,0.189
N-0025,Starbucks Boston #25,Northeast,Reserve,2023-06-01,4.53,,0.388,0.402,465,0.049,0.331
N-0025,Starbucks Boston #25,Northeast,Reserve,2023-07-01,4.55,,0.396,0.637,448,0.018,0.132
N-0025,Starbucks Boston #25,Northeast,Reserve,2023-08-01,4.65,,0.472,0.418,478,0.026,0.327
N-0025,Starbucks Boston #25,Northeast,Reserve,2023-09-01,4.54,,0.413,0.365,491,0.051,0.25
N-0025,Starbucks Boston #25,Northeast,Reserve,2023-10-01,4.73,,0.428,0.639,478,0.041,0.164
N-0025,Starbucks Boston #25,Northeast,Reserve,2023-11-01,4.65,,0.29,0.613,488,0.03,0.177
N-0025,Starbucks Boston #25,Northeast,Reserve,2023-12-01,4.14,,0.456,0.49,497,0.024,0.311
N-0025,Starbucks Boston #25,Northeast,Reserve,2024-01-01,4.45,,0.216,0.373,448,0.056,0.124
N-0025,Starbucks Boston #25,Northeast,Reserve,2024-02-01,4.86,,0.438,0.401,473,0.032,0.163
N-0025,Starbucks Boston #25,Northeast,Reserve,2024-03-01,4.44,,0.364,0.355,437,0.03,0.147
N-0025,Starbucks Boston #25,Northeast,Reserve,2024-04-01,4.58,,0.443,0.409,498,0.051,0.204
N-0025,Starbucks Boston #25,Northeast,Reserve,2024-05-01,4.65,,0.413,0.649,453,0.049,0.136
N-0025,Starbucks Boston #25,Northeast,Reserve,2024-06-01,4.49,,0.235,0.586,402,0.036,0.336
N-0025,Starbucks Boston #25,Northeast,Reserve,2024-07-01,4.67,,0.22,0.395,580,0.052,0.348
N-0025,Starbucks Boston #25,Northeast,Reserve,2024-08-01,4.76,,0.376,0.638,465,0.022,0.236
N-0025,Starbucks Boston #25,Northeast,Reserve,2024-09-01,4.73,,0.275,0.499,387,0.041,0.12
N-0025,Starbucks Boston #25,Northeast,Reserve,2024-10-01,4.7,,0.447,0.478,520,0.013,0.215
N-0025,Starbucks Boston #25,Northeast,Reserve,2024-11-01,4.63,,0.213,0.462,443,0.014,0.101
N-0025,Starbucks Boston #25,Northeast,Reserve,2024-12-01,4.34,,0.455,0.627,493,0.053,0.236
S-0026,Starbucks Nashville #26,Southeast,Cafe,2023-01-01,3.84,,0.292,0.543,520,0.05,0.283
S-0026,Starbucks Nashville #26,Southeast,Cafe,2023-02-01,3.67,,0.274,0.567,503,0.05,0.129
S-0026,Starbucks Nashville #26,Southeast,Cafe,2023-03-01,3.95,,0.309,0.519,440,0.041,0.294
S-0026,Starbucks Nashville #26,Southeast,Cafe,2023-04-01,3.77,,0.352,0.387,514,0.052,0.311
S-0026,Starbucks Nashville #26,Southeast,Cafe,2023-05-01,3.74,,0.22,0.522,460,0.015,0.27
S-0026,Starbucks Nashville #26,Southeast,Cafe,2023-06-01,4.02,,0.445,0.463,542,0.055,0.109
S-0026,Starbucks Nashville #26,Southeast,Cafe,2023-07-01,3.84,,0.366,0.36,442,0.038,0.177
S-0026,Starbucks Nashville #26,Southeast,Cafe,2023-08-01,3.88,,0.365,0.634,520,0.048,0.21
S-0026,Starbucks Nashville #26,Southeast,Cafe,2023-09-01,4.19,,0.256,0.377,466,0.026,0.295
S-0026,Starbucks Nashville #26,Southeast,Cafe,2023-10-01,3.78,,0.261,0.554,464,0.041,0.272
S-0026,Starbucks Nashville #26,Southeast,Cafe,2023-11-01,3.97,,0.326,0.504,468,0.057,0.345
S-0026,Starbucks Nashville #26,Southeast,Cafe,2023-12-01,3.93,,0.352,0.442,486,0.026,0.24
S-0026,Starbucks Nashville #26,Southeast,Cafe,2024-01-01,3.69,,0.447,0.478,562,0.024,0.102
S-0026,Starbucks Nashville #26,Southeast,Cafe,2024-02-01,4.04,,0.427,0.63,495,0.029,0.239
S-0026,Starbucks Nashville #26,Southeast,Cafe,2024-03-01,3.83,,0.322,0.438,356,0.036,0.113
S-0026,Starbucks Nashville #26,Southeast,Cafe,2024-04-01,3.86,,0.46,0.567,485,0.024,0.156
S-0026,Starbucks Nashville #26,Southeast,Cafe,2024-05-01,3.86,,0.395,0.441,479,0.021,0.284
S-0026,Starbucks Nashville #26,Southeast,Cafe,2024-06-01,3.84,,0.464,0.554,560,0.055,0.148
S-0026,Starbucks Nashville #26,Southeast,Cafe,2024-07-01,3.78,,0.285,0.642,467,0.058,0.29
S-0026,Starbucks Nashville #26,Southeast,Cafe,2024-08-01,4.09,,0.355,0.351,484,0.035,0.25
S-0026,Starbucks Nashville #26,Southeast,Cafe,2024-09-01,3.74,,0.277,0.537,453,0.017,0.28
S-0026,Starbucks Nashville #26,Southeast,Cafe,2024-10-01,3.59,,0.426,0.502,440,0.029,0.32
S-0026,Starbucks Nashville #26,Southeast,Cafe,2024-11-01,4.01,,0.341,0.412,465,0.041,0.171
S-0026,Starbucks Nashville #26,Southeast,Cafe,2024-12-01,3.99,,0.435,0.609,444,0.024,0.265
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2023-01-01,4.14,,0.211,0.646,491,0.051,0.29
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2023-02-01,4.16,,0.478,0.581,509,0.028,0.253
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2023-03-01,4.03,,0.452,0.52,478,0.049,0.327
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2023-04-01,4.08,,0.335,0.581,419,0.029,0.277
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2023-05-01,3.87,,0.23,0.386,470,0.012,0.233
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2023-06-01,3.89,,0.371,0.529,494,0.017,0.201
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2023-07-01,3.97,,0.376,0.604,548,0.052,0.181
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2023-08-01,4.35,,0.22,0.634,474,0.032,0.193
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2023-09-01,4.02,,0.308,0.579,473,0.013,0.196
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2023-10-01,4.12,,0.264,0.487,445,0.051,0.329
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2023-11-01,3.93,,0.36,0.557,546,0.054,0.322
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2023-12-01,4.07,,0.428,0.613,454,0.056,0.227
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2024-01-01,3.87,,0.469,0.621,582,0.05,0.114
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2024-02-01,4.25,,0.208,0.421,447,0.054,0.132
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2024-03-01,4.02,,0.465,0.6,456,0.059,0.288
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2024-04-01,4.1,,0.319,0.455,476,0.032,0.303
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2024-05-01,3.97,,0.329,0.619,506,0.012,0.296
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2024-06-01,3.68,,0.325,0.476,447,0.048,0.332
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2024-07-01,4.2,,0.405,0.449,478,0.039,0.267
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2024-08-01,4.0,,0.478,0.541,467,0.027,0.163
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2024-09-01,3.94,,0.254,0.391,427,0.028,0.252
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2024-10-01,4.03,,0.328,0.447,425,0.052,0.226
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2024-11-01,3.97,,0.473,0.643,458,0.023,0.142
M-0027,Starbucks Indianapolis #27,Midwest,Cafe,2024-12-01,3.48,,0.315,0.509,447,0.022,0.129
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2023-01-01,4.23,280.0,0.282,0.606,571,0.032,0.12
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2023-02-01,4.13,148.0,0.224,0.529,551,0.01,0.152
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2023-03-01,4.38,215.0,0.248,0.475,422,0.041,0.201
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2023-04-01,4.64,176.0,0.437,0.573,511,0.012,0.15
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2023-05-01,4.42,145.0,0.427,0.368,452,0.019,0.236
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2023-06-01,4.11,130.0,0.345,0.457,470,0.027,0.166
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2023-07-01,3.97,276.0,0.255,0.354,421,0.031,0.182
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2023-08-01,4.26,280.0,0.334,0.369,491,0.011,0.153
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2023-09-01,4.23,206.0,0.292,0.616,488,0.053,0.12
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2023-10-01,4.35,196.0,0.432,0.426,450,0.022,0.269
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2023-11-01,4.27,179.0,0.283,0.604,568,0.016,0.332
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2023-12-01,4.35,257.0,0.467,0.503,439,0.035,0.129
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2024-01-01,4.47,196.0,0.238,0.625,445,0.037,0.138
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2024-02-01,4.58,181.0,0.308,0.625,442,0.028,0.231
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2024-03-01,4.39,181.0,0.357,0.482,504,0.038,0.307
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2024-04-01,4.35,178.0,0.478,0.4,473,0.023,0.141
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2024-05-01,4.12,171.0,0.368,0.649,515,0.019,0.185
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2024-06-01,4.36,193.0,0.451,0.516,412,0.057,0.332
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2024-07-01,4.67,165.0,0.264,0.647,516,0.026,0.178
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2024-08-01,4.21,215.0,0.269,0.395,442,0.021,0.163
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2024-09-01,3.95,213.0,0.221,0.511,494,0.059,0.125
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2024-10-01,4.52,210.0,0.346,0.506,533,0.026,0.181
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2024-11-01,4.25,215.0,0.365,0.567,431,0.021,0.12
S-0028,Starbucks El Paso #28,Southwest,Drive-Thru+Cafe,2024-12-01,4.22,208.0,0.242,0.501,420,0.03,0.181
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2023-01-01,4.59,,0.351,0.527,469,0.055,0.336
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2023-02-01,4.41,,0.337,0.535,531,0.051,0.264
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2023-03-01,4.37,,0.214,0.627,406,0.014,0.245
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2023-04-01,4.51,,0.424,0.591,520,0.013,0.203
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2023-05-01,4.43,,0.353,0.528,549,0.018,0.203
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2023-06-01,4.95,,0.241,0.577,498,0.029,0.33
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2023-07-01,4.38,,0.412,0.52,466,0.029,0.189
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2023-08-01,4.48,,0.208,0.501,442,0.055,0.299
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2023-09-01,4.34,,0.411,0.447,471,0.023,0.14
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2023-10-01,4.4,,0.42,0.491,478,0.032,0.1
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2023-11-01,4.54,,0.323,0.578,533,0.013,0.192
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2023-12-01,4.36,,0.251,0.44,574,0.025,0.348
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2024-01-01,4.38,,0.43,0.476,454,0.032,0.237
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2024-02-01,4.78,,0.21,0.596,547,0.02,0.173
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2024-03-01,4.62,,0.363,0.577,454,0.043,0.126
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2024-04-01,4.55,,0.285,0.412,403,0.053,0.287
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2024-05-01,4.72,,0.376,0.351,451,0.029,0.173
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2024-06-01,4.43,,0.464,0.496,447,0.052,0.154
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2024-07-01,4.69,,0.218,0.625,479,0.031,0.139
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2024-08-01,4.69,,0.213,0.646,505,0.045,0.18
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2024-09-01,4.49,,0.262,0.498,437,0.049,0.265
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2024-10-01,4.39,,0.468,0.431,473,0.024,0.261
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2024-11-01,4.36,,0.364,0.355,470,0.02,0.101
WC-0029,Starbucks Sacramento #29,West Coast,Cafe,2024-12-01,4.52,,0.31,0.461,426,0.052,0.269
PN-0030,Starbucks Bellevue #30,Pacific Northwest,Kiosk,2023-01-01,4.39,,0.234,0.552,463,0.052,0.146
PN-0030,Starbucks Bellevue #30,Pacific Northwest,Kiosk,2023-02-01,4.65,,0.24,0.543,521,0.036,0.107
PN-0030,Starbucks Bellevue #30,Pacific Northwest,Kiosk,2023-03-01,4.84,,0.356,0.435,461,0.056,0.159
PN-0030,Starbucks Bellevue #30,Pacific Northwest,Kiosk,2023-04-01,4.53,,0.45,0.502,428,0.044,0.344
PN-0030,Starbucks Bellevue #30,Pacific Northwest,Kiosk,2023-05-01,4.56,,0.421,0.575,499,0.022,0.181
PN-0030,Starbucks Bellevue #30,Pacific Northwest,Kiosk,2023-06-01,4.5,,0.258,0.561,511,0.054,0.119
